InvoiceDate,total_amount,lag_1,lag_2,lag_3,lag_7,lag_14,lag_30
2009-12-02 09:47:00,52941.99,52941.99,52941.99,52941.99,44048.69,44048.69,44048.69
2009-12-02 09:49:00,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69,44048.69
2009-12-02 09:50:00,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69,44048.69
2009-12-02 09:57:00,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69,44048.69
2009-12-02 10:00:00,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69,44048.69
2009-12-02 10:02:00,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69,44048.69
2009-12-02 10:08:00,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69,44048.69
2009-12-02 10:09:00,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69,44048.69
2009-12-02 10:15:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 10:41:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 10:42:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 10:48:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 10:51:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 10:52:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 10:58:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 11:07:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 11:09:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 11:18:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 11:20:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 11:24:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 11:26:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 11:31:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 11:33:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 11:34:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,44048.69
2009-12-02 11:43:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 11:45:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 11:47:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 11:48:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 11:51:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 11:52:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 11:53:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 11:55:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 11:59:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:06:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:09:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:13:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:15:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:19:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:22:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:26:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:28:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:32:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:38:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:39:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:43:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:44:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:46:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:47:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 12:54:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:00:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:06:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:10:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:20:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:22:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:23:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:26:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:32:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:33:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:34:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:39:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:51:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:53:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:57:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 13:58:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 14:06:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 14:09:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 14:15:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 14:21:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 14:22:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 14:34:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 14:52:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 14:55:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 14:56:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 15:01:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 15:04:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 15:10:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 15:15:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 15:16:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 15:17:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 15:28:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 15:29:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 15:38:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 15:41:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 15:44:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 15:51:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 16:02:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 16:18:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 16:24:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 16:49:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 16:52:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 16:53:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 16:59:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 17:06:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-02 17:18:00,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-03 07:25:00,67479.08,52941.99,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-03 07:57:00,67479.08,67479.08,52941.99,52941.99,52941.99,52941.99,52941.99
2009-12-03 09:10:00,67479.08,67479.08,67479.08,52941.99,52941.99,52941.99,52941.99
2009-12-03 09:44:00,67479.08,67479.08,67479.08,67479.08,52941.99,52941.99,52941.99
2009-12-03 09:52:00,67479.08,67479.08,67479.08,67479.08,52941.99,52941.99,52941.99
2009-12-03 10:02:00,67479.08,67479.08,67479.08,67479.08,52941.99,52941.99,52941.99
2009-12-03 10:03:00,67479.08,67479.08,67479.08,67479.08,52941.99,52941.99,52941.99
2009-12-03 10:16:00,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99,52941.99
2009-12-03 10:17:00,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99,52941.99
2009-12-03 10:20:00,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99,52941.99
2009-12-03 10:23:00,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99,52941.99
2009-12-03 10:26:00,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99,52941.99
2009-12-03 10:28:00,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99,52941.99
2009-12-03 10:37:00,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99,52941.99
2009-12-03 10:49:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 10:51:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 11:09:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 11:10:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 11:19:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 11:25:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 11:34:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 11:45:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 11:46:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 11:51:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 11:53:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 11:57:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 12:02:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 12:10:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 12:13:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 12:15:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,52941.99
2009-12-03 12:27:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 12:28:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 12:31:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 12:34:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 12:36:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 12:37:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 12:38:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 12:40:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 12:45:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 12:50:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:02:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:03:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:04:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:05:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:09:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:17:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:22:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:25:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:26:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:30:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:32:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:42:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:46:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:49:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:51:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 13:58:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 14:00:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 14:02:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 14:06:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 14:07:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 14:11:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 14:28:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 14:36:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 14:42:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 15:09:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 15:15:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 15:20:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 15:32:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 15:34:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 15:35:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 15:43:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 15:48:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 15:49:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 15:50:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 15:52:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 15:53:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 15:54:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 15:56:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 16:02:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 16:09:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 16:12:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 16:21:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 16:24:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 16:40:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 16:47:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 16:49:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 16:51:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 16:52:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 16:54:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 17:04:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 17:12:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 17:29:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 17:32:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 17:33:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 17:46:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 17:48:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 17:57:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 18:08:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 18:11:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 18:13:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 18:23:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 18:30:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 18:41:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 18:51:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 19:13:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 19:22:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 19:23:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 19:31:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-03 20:03:00,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-04 08:24:00,34064.41,67479.08,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-04 08:36:00,34064.41,34064.41,67479.08,67479.08,67479.08,67479.08,67479.08
2009-12-04 08:40:00,34064.41,34064.41,34064.41,67479.08,67479.08,67479.08,67479.08
2009-12-04 08:46:00,34064.41,34064.41,34064.41,34064.41,67479.08,67479.08,67479.08
2009-12-04 09:27:00,34064.41,34064.41,34064.41,34064.41,67479.08,67479.08,67479.08
2009-12-04 09:31:00,34064.41,34064.41,34064.41,34064.41,67479.08,67479.08,67479.08
2009-12-04 09:49:00,34064.41,34064.41,34064.41,34064.41,67479.08,67479.08,67479.08
2009-12-04 10:00:00,34064.41,34064.41,34064.41,34064.41,34064.41,67479.08,67479.08
2009-12-04 10:18:00,34064.41,34064.41,34064.41,34064.41,34064.41,67479.08,67479.08
2009-12-04 10:32:00,34064.41,34064.41,34064.41,34064.41,34064.41,67479.08,67479.08
2009-12-04 10:39:00,34064.41,34064.41,34064.41,34064.41,34064.41,67479.08,67479.08
2009-12-04 10:47:00,34064.41,34064.41,34064.41,34064.41,34064.41,67479.08,67479.08
2009-12-04 10:48:00,34064.41,34064.41,34064.41,34064.41,34064.41,67479.08,67479.08
2009-12-04 10:52:00,34064.41,34064.41,34064.41,34064.41,34064.41,67479.08,67479.08
2009-12-04 10:57:00,34064.41,34064.41,34064.41,34064.41,34064.41,34064.41,67479.08
2009-12-04 11:07:00,34064.41,34064.41,34064.41,34064.41,34064.41,34064.41,67479.08
2009-12-04 11:22:00,34064.41,34064.41,34064.41,34064.41,34064.41,34064.41,67479.08
2009-12-04 11:32:00,34064.41,34064.41,34064.41,34064.41,34064.41,34064.41,67479.08
2009-12-04 11:36:00,34064.41,34064.41,34064.41,34064.41,34064.41,34064.41,67479.08
2009-12-04 11:54:00,34064.41,34064.41,34064.41,34064.41,34064.41,34064.41,67479.08
